id,location name,lat,lon,experience,addresstype,police_station_nearby,is_crowdy,crime_records_severe,safety_level
539,Tulsi Baug,21.13907265,79.11063485,Well-connected,,TRUE,TRUE,TRUE,1
540,Kasba Ganpati Temple,18.5153055,73.8477706,Developing area,,FALSE,FALSE,FALSE,2
541,Kamala Nehru Park,18.95502,72.80506346,Busy and bustling,,TRUE,FALSE,TRUE,3
542,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,FALSE,TRUE,TRUE,1
543,Tathawade Park,18.49330855,73.82731827,Developing area,,FALSE,FALSE,FALSE,1
544,Peshwa Udyan,18.503622,73.851932,Scenic and tranquil,,TRUE,TRUE,FALSE,3
545,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,TRUE,TRUE,FALSE,5
546,Kamala Nehru Park,18.95502,72.80506346,Great for shopping,,TRUE,FALSE,TRUE,1
547,Katraj Snake Park,18.4529964,73.86122764,Great for shopping,,TRUE,FALSE,TRUE,1
548,Mulshi Lake and Dam,18.530325,73.51121,Very spiritual and peaceful,,TRUE,TRUE,FALSE,3
549,Empress Garden,49.1492362,-123.1361026,Well-connected,,FALSE,TRUE,FALSE,5
550,Mulshi Lake and Dam,18.530325,73.51121,Very spiritual and peaceful,,TRUE,FALSE,TRUE,2
551,Kamala Nehru Park,18.95502,72.80506346,Well-connected,,FALSE,FALSE,FALSE,3
552,Shinde Chhatri,18.491631,73.89727,Rich historical significance,,TRUE,TRUE,FALSE,5
553,Sambhaji Park,18.5206664,73.8472146,Developing area,,TRUE,TRUE,FALSE,4
554,Baner Pashan Biodiversity Park,18.547779,73.783333,Amazing variety of animals,,FALSE,TRUE,TRUE,1
555,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Great for shopping,,FALSE,FALSE,TRUE,3
556,Laxmi Road,18.51566982,73.86994118,Family-friendly,,FALSE,FALSE,TRUE,4
557,Peshwa Udyan,18.503622,73.851932,Amazing variety of animals,,FALSE,TRUE,TRUE,4
558,Peshwa Udyan,18.503622,73.851932,Scenic and tranquil,,FALSE,TRUE,TRUE,4
559,Fashion Street,51.51843792,-0.072872663,Rich historical significance,,TRUE,TRUE,FALSE,3
560,Sambhaji Park,18.5206664,73.8472146,Busy and bustling,,TRUE,TRUE,TRUE,4
561,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,TRUE,FALSE,TRUE,2
562,Kasba Ganpati Temple,18.5153055,73.8477706,Well-connected,,TRUE,TRUE,FALSE,4
563,Aga Khan Palace,18.55232925,73.90147848,Family-friendly,,TRUE,FALSE,FALSE,3
564,Empress Garden,49.1492362,-123.1361026,Amazing variety of animals,,FALSE,TRUE,TRUE,4
565,Mulshi Lake and Dam,18.530325,73.51121,Busy and bustling,,FALSE,FALSE,FALSE,4
566,Pataleshwar Cave Temple,18.5269463,73.8498456,Developing area,,FALSE,FALSE,FALSE,2
567,Pataleshwar Cave Temple,18.5269463,73.8498456,Very spiritual and peaceful,,TRUE,FALSE,FALSE,1
568,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,TRUE,FALSE,TRUE,3
569,Katraj Snake Park,18.4529964,73.86122764,Scenic and tranquil,,FALSE,FALSE,FALSE,5
570,Fashion Street,51.51843792,-0.072872663,Developing area,,TRUE,FALSE,FALSE,5
571,Hong Kong Lane,53.4614615,-1.465858428,Scenic and tranquil,,TRUE,FALSE,FALSE,4
572,Peshwe Udyan Zoo,18.503622,73.851932,Rich historical significance,,FALSE,TRUE,TRUE,2
573,Mahatma Phule Mandai,18.5129178,73.85629517,Busy and bustling,,TRUE,FALSE,TRUE,5
574,Tulsi Baug,21.13907265,79.11063485,Family-friendly,,TRUE,FALSE,FALSE,3
575,Sinhagad Fort,18.36472045,73.75751103,Rich historical significance,,TRUE,TRUE,FALSE,3
576,Lal Mahal,26.9925078,77.5890115,Developing area,,FALSE,FALSE,FALSE,3
577,Katraj Snake Park,18.4529964,73.86122764,Rich historical significance,,FALSE,FALSE,FALSE,2
578,Shinde Chhatri,18.491631,73.89727,Great for shopping,,TRUE,TRUE,TRUE,5
579,Rajiv Gandhi Zoological Park,18.452488,73.860802,Well-connected,,TRUE,TRUE,TRUE,5
580,Pataleshwar Cave Temple,18.5269463,73.8498456,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,3
581,Osho Ashram,18.5369163,73.88860148,Very spiritual and peaceful,,TRUE,TRUE,FALSE,3
582,Osho Ashram,18.5369163,73.88860148,Scenic and tranquil,,FALSE,TRUE,FALSE,2
583,Fashion Street,51.51843792,-0.072872663,Great for shopping,,FALSE,FALSE,TRUE,3
584,Parvati Hill Temple,18.497601,73.847099,Busy and bustling,,FALSE,TRUE,TRUE,2
585,Peshwa Udyan,18.503622,73.851932,Developing area,,TRUE,TRUE,FALSE,2
586,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Very spiritual and peaceful,,FALSE,FALSE,TRUE,4
587,Lal Mahal,26.9925078,77.5890115,Amazing variety of animals,,TRUE,TRUE,FALSE,4
588,Tulsi Baug,21.13907265,79.11063485,Developing area,,FALSE,FALSE,TRUE,2
589,Hong Kong Lane,53.4614615,-1.465858428,Developing area,,FALSE,TRUE,TRUE,1
590,Katraj Snake Park,18.4529964,73.86122764,Family-friendly,,TRUE,FALSE,TRUE,5
591,Rajiv Gandhi Zoological Park,18.452488,73.860802,Well-connected,,TRUE,FALSE,TRUE,3
592,Tulsi Baug,21.13907265,79.11063485,Very spiritual and peaceful,,FALSE,TRUE,TRUE,2
593,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,TRUE,FALSE,FALSE,5
594,Mulshi Lake and Dam,18.530325,73.51121,Rich historical significance,,FALSE,TRUE,TRUE,3
595,Parvati Hill Temple,18.497601,73.847099,Rich historical significance,,FALSE,FALSE,TRUE,1
596,Shinde Chhatri,18.491631,73.89727,Well-connected,,FALSE,TRUE,TRUE,1
597,Peshwa Udyan,18.503622,73.851932,Rich historical significance,,TRUE,FALSE,TRUE,4
598,Aga Khan Palace,18.55232925,73.90147848,Beautiful garden with a serene atmosphere,,TRUE,TRUE,TRUE,3
599,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Great for shopping,,FALSE,TRUE,FALSE,3
600,Sinhagad Fort,18.36472045,73.75751103,Very spiritual and peaceful,,TRUE,FALSE,FALSE,5
601,Tathawade Park,18.49330855,73.82731827,Great for shopping,,FALSE,FALSE,TRUE,5
602,Kasba Ganpati Temple,18.5153055,73.8477706,Well-connected,,TRUE,FALSE,FALSE,1
603,Parvati Hill Temple,18.497601,73.847099,Rich historical significance,,TRUE,TRUE,TRUE,2
604,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,TRUE,TRUE,3
605,Katraj Snake Park,18.4529964,73.86122764,Very spiritual and peaceful,,TRUE,TRUE,FALSE,3
606,Peshwa Udyan,18.503622,73.851932,Developing area,,FALSE,FALSE,TRUE,5
607,Pune Okayama Friendship Garden,18.4910844,73.8381503,Rich historical significance,,FALSE,TRUE,TRUE,4
608,Peshwe Udyan Zoo,18.503622,73.851932,Beautiful garden with a serene atmosphere,,FALSE,TRUE,TRUE,1
609,Baner Pashan Biodiversity Park,18.547779,73.783333,Well-connected,,TRUE,FALSE,TRUE,4
610,Shunyo Park,18.536615,73.890137,Great for shopping,,FALSE,TRUE,FALSE,2
611,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Rich historical significance,,TRUE,TRUE,FALSE,5
612,Saras Baug,19.0442668,72.91493416,Scenic and tranquil,,FALSE,FALSE,TRUE,4
613,Lal Mahal,26.9925078,77.5890115,Great for shopping,,TRUE,TRUE,FALSE,4
614,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,TRUE,TRUE,FALSE,1
615,Bund Garden,18.5405933,73.8834394,Scenic and tranquil,,FALSE,TRUE,FALSE,1
616,Pune Okayama Friendship Garden,18.4910844,73.8381503,Well-connected,,FALSE,FALSE,FALSE,2
617,Shaniwar Wada,18.51938255,73.85535656,Family-friendly,,FALSE,TRUE,FALSE,5
618,Kamala Nehru Park,18.95502,72.80506346,Developing area,,FALSE,FALSE,TRUE,5
619,Baner Pashan Biodiversity Park,18.547779,73.783333,Rich historical significance,,FALSE,FALSE,FALSE,4
620,Parvati Hill Temple,18.497601,73.847099,Busy and bustling,,FALSE,FALSE,TRUE,2
621,Shinde Chhatri,18.491631,73.89727,Busy and bustling,,TRUE,FALSE,FALSE,1
622,Lal Mahal,26.9925078,77.5890115,Busy and bustling,,FALSE,TRUE,FALSE,3
623,Chaturshringi Temple,18.533342,73.829956,Amazing variety of animals,,FALSE,FALSE,FALSE,4
624,Parvati Hill Temple,18.497601,73.847099,Well-connected,,TRUE,TRUE,TRUE,1
625,Fashion Street,51.51843792,-0.072872663,Busy and bustling,,FALSE,FALSE,TRUE,1
626,Osho Ashram,18.5369163,73.88860148,Busy and bustling,,TRUE,TRUE,TRUE,5
627,Shaniwar Wada,18.51938255,73.85535656,Very spiritual and peaceful,,TRUE,TRUE,FALSE,4
628,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Great for shopping,,TRUE,FALSE,TRUE,2
629,Mahatma Phule Mandai,18.5129178,73.85629517,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,5
630,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,TRUE,TRUE,TRUE,4
631,Osho Ashram,18.5369163,73.88860148,Busy and bustling,,TRUE,TRUE,FALSE,1
632,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,FALSE,FALSE,TRUE,1
633,Lal Mahal,26.9925078,77.5890115,Great for shopping,,TRUE,FALSE,FALSE,1
634,Mahatma Phule Mandai,18.5129178,73.85629517,Developing area,,FALSE,TRUE,TRUE,3
635,Katraj Snake Park,18.4529964,73.86122764,Developing area,,TRUE,TRUE,TRUE,5
636,Pataleshwar Cave Temple,18.5269463,73.8498456,Very spiritual and peaceful,,FALSE,TRUE,FALSE,3
637,Kamala Nehru Park,18.95502,72.80506346,Scenic and tranquil,,TRUE,FALSE,TRUE,4
638,Rajiv Gandhi Zoological Park,18.452488,73.860802,Family-friendly,,FALSE,FALSE,FALSE,1
639,Parvati Hill Temple,18.497601,73.847099,Amazing variety of animals,,FALSE,FALSE,FALSE,4
640,Katraj Snake Park,18.4529964,73.86122764,Amazing variety of animals,,FALSE,FALSE,FALSE,5
641,Mahatma Phule Mandai,18.5129178,73.85629517,Great for shopping,,FALSE,TRUE,TRUE,3
642,Katraj Snake Park,18.4529964,73.86122764,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,4
643,Pune Okayama Friendship Garden,18.4910844,73.8381503,Amazing variety of animals,,FALSE,FALSE,TRUE,2
644,Pataleshwar Cave Temple,18.5269463,73.8498456,Rich historical significance,,TRUE,TRUE,FALSE,4
645,Aga Khan Palace,18.55232925,73.90147848,Scenic and tranquil,,FALSE,TRUE,FALSE,4
646,Mahatma Phule Mandai,18.5129178,73.85629517,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,4
647,Kamala Nehru Park,18.95502,72.80506346,Amazing variety of animals,,TRUE,FALSE,TRUE,1
648,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,FALSE,TRUE,FALSE,4
649,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Great for shopping,,FALSE,TRUE,FALSE,5
650,Tathawade Park,18.49330855,73.82731827,Family-friendly,,FALSE,FALSE,TRUE,3
651,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,TRUE,TRUE,FALSE,5
652,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,TRUE,FALSE,4
653,Mahatma Phule Mandai,18.5129178,73.85629517,Developing area,,FALSE,TRUE,FALSE,3
654,Kasba Ganpati Temple,18.5153055,73.8477706,Busy and bustling,,TRUE,FALSE,TRUE,5
655,Sinhagad Fort,18.36472045,73.75751103,Busy and bustling,,TRUE,FALSE,TRUE,4
656,Kamala Nehru Park,18.95502,72.80506346,Well-connected,,TRUE,TRUE,TRUE,5
657,Chaturshringi Temple,18.533342,73.829956,Family-friendly,,TRUE,FALSE,TRUE,5
658,Lal Mahal,26.9925078,77.5890115,Busy and bustling,,FALSE,FALSE,FALSE,4
659,Shaniwar Wada,18.51938255,73.85535656,Very spiritual and peaceful,,TRUE,TRUE,FALSE,2
660,Kamala Nehru Park,18.95502,72.80506346,Amazing variety of animals,,FALSE,FALSE,TRUE,4
661,Mahatma Phule Mandai,18.5129178,73.85629517,Very spiritual and peaceful,,TRUE,TRUE,TRUE,1
662,Rajiv Gandhi Zoological Park,18.452488,73.860802,Scenic and tranquil,,FALSE,TRUE,FALSE,5
663,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,FALSE,TRUE,TRUE,2
664,Peshwe Udyan Zoo,18.503622,73.851932,Amazing variety of animals,,TRUE,TRUE,FALSE,5
665,Mulshi Lake and Dam,18.530325,73.51121,Rich historical significance,,TRUE,FALSE,FALSE,2
666,Aga Khan Palace,18.55232925,73.90147848,Scenic and tranquil,,TRUE,TRUE,FALSE,2
667,Peshwe Udyan Zoo,18.503622,73.851932,Developing area,,FALSE,FALSE,TRUE,5
668,Tathawade Park,18.49330855,73.82731827,Scenic and tranquil,,TRUE,TRUE,FALSE,1
669,Tulsi Baug,21.13907265,79.11063485,Great for shopping,,FALSE,TRUE,FALSE,3
670,Empress Garden,49.1492362,-123.1361026,Developing area,,TRUE,TRUE,FALSE,1
671,Sinhagad Fort,18.36472045,73.75751103,Busy and bustling,,FALSE,TRUE,TRUE,3
672,Mahatma Phule Mandai,18.5129178,73.85629517,Amazing variety of animals,,TRUE,FALSE,TRUE,5
673,Kamala Nehru Park,18.95502,72.80506346,Well-connected,,TRUE,TRUE,FALSE,4
674,Mahatma Phule Mandai,18.5129178,73.85629517,Great for shopping,,FALSE,TRUE,FALSE,1
675,Osho Ashram,18.5369163,73.88860148,Rich historical significance,,FALSE,TRUE,TRUE,1
676,Sambhaji Park,18.5206664,73.8472146,Family-friendly,,FALSE,TRUE,FALSE,1
677,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Family-friendly,,FALSE,TRUE,TRUE,3
678,Lal Mahal,26.9925078,77.5890115,Busy and bustling,,FALSE,FALSE,FALSE,4
679,Sinhagad Fort,18.36472045,73.75751103,Developing area,,TRUE,FALSE,FALSE,3
680,Mahatma Phule Mandai,18.5129178,73.85629517,Well-connected,,FALSE,TRUE,FALSE,2
681,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,TRUE,FALSE,TRUE,4
682,Chaturshringi Temple,18.533342,73.829956,Great for shopping,,TRUE,FALSE,FALSE,4
683,Shaniwar Wada,18.51938255,73.85535656,Beautiful garden with a serene atmosphere,,TRUE,TRUE,TRUE,4
684,Katraj Snake Park,18.4529964,73.86122764,Developing area,,FALSE,FALSE,FALSE,2
685,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Scenic and tranquil,,FALSE,FALSE,TRUE,2
686,Vishrambaug Wada,18.5138486,73.8534275,Developing area,,TRUE,FALSE,TRUE,4
687,Aga Khan Palace,18.55232925,73.90147848,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,1
688,Hong Kong Lane,53.4614615,-1.465858428,Great for shopping,,TRUE,TRUE,TRUE,4
689,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Family-friendly,,FALSE,FALSE,FALSE,5
690,Vishrambaug Wada,18.5138486,73.8534275,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,1
691,Peshwe Udyan Zoo,18.503622,73.851932,Scenic and tranquil,,FALSE,TRUE,TRUE,1
692,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,TRUE,TRUE,FALSE,5
693,Fashion Street,51.51843792,-0.072872663,Great for shopping,,FALSE,FALSE,FALSE,5
694,Chaturshringi Temple,18.533342,73.829956,Well-connected,,TRUE,FALSE,FALSE,2
695,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,FALSE,FALSE,FALSE,1
696,Sinhagad Fort,18.36472045,73.75751103,Well-connected,,TRUE,FALSE,TRUE,1
697,Shinde Chhatri,18.491631,73.89727,Great for shopping,,FALSE,TRUE,FALSE,1
698,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Scenic and tranquil,,FALSE,FALSE,FALSE,1
699,Shunyo Park,18.536615,73.890137,Amazing variety of animals,,FALSE,TRUE,TRUE,3
700,Sambhaji Park,18.5206664,73.8472146,Busy and bustling,,TRUE,TRUE,FALSE,5
701,Empress Garden,49.1492362,-123.1361026,Family-friendly,,TRUE,FALSE,FALSE,5
702,Kamala Nehru Park,18.95502,72.80506346,Beautiful garden with a serene atmosphere,,TRUE,TRUE,TRUE,1
703,Pune Okayama Friendship Garden,18.4910844,73.8381503,Amazing variety of animals,,TRUE,TRUE,TRUE,4
704,Lal Mahal,26.9925078,77.5890115,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,2
705,Empress Garden,49.1492362,-123.1361026,Very spiritual and peaceful,,TRUE,FALSE,TRUE,1
706,Pune Okayama Friendship Garden,18.4910844,73.8381503,Rich historical significance,,FALSE,TRUE,TRUE,5
707,Shinde Chhatri,18.491631,73.89727,Family-friendly,,TRUE,FALSE,FALSE,1
708,Vishrambaug Wada,18.5138486,73.8534275,Scenic and tranquil,,FALSE,TRUE,FALSE,1
709,Osho Ashram,18.5369163,73.88860148,Busy and bustling,,FALSE,FALSE,TRUE,5
710,Saras Baug,19.0442668,72.91493416,Rich historical significance,,TRUE,FALSE,TRUE,1
711,Tathawade Park,18.49330855,73.82731827,Beautiful garden with a serene atmosphere,,FALSE,TRUE,TRUE,2
712,Lal Mahal,26.9925078,77.5890115,Developing area,,TRUE,FALSE,TRUE,4
713,Peshwa Udyan,18.503622,73.851932,Amazing variety of animals,,FALSE,TRUE,FALSE,2
714,Rajiv Gandhi Zoological Park,18.452488,73.860802,Scenic and tranquil,,TRUE,TRUE,FALSE,5
715,Lal Mahal,26.9925078,77.5890115,Scenic and tranquil,,FALSE,FALSE,FALSE,1
716,Shunyo Park,18.536615,73.890137,Developing area,,TRUE,FALSE,TRUE,5
717,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,FALSE,FALSE,FALSE,1
718,Pune Okayama Friendship Garden,18.4910844,73.8381503,Amazing variety of animals,,FALSE,FALSE,FALSE,4
719,Pataleshwar Cave Temple,18.5269463,73.8498456,Great for shopping,,TRUE,TRUE,TRUE,2
720,Shunyo Park,18.536615,73.890137,Great for shopping,,FALSE,TRUE,FALSE,2
721,Saras Baug,19.0442668,72.91493416,Family-friendly,,TRUE,TRUE,FALSE,5
722,Chaturshringi Temple,18.533342,73.829956,Scenic and tranquil,,TRUE,FALSE,TRUE,5
723,Peshwa Udyan,18.503622,73.851932,Rich historical significance,,FALSE,FALSE,FALSE,2
724,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Developing area,,TRUE,FALSE,TRUE,4
725,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Developing area,,TRUE,TRUE,FALSE,3
726,Sambhaji Park,18.5206664,73.8472146,Busy and bustling,,FALSE,TRUE,FALSE,1
727,Rajiv Gandhi Zoological Park,18.452488,73.860802,Great for shopping,,FALSE,TRUE,FALSE,3
728,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Rich historical significance,,TRUE,TRUE,FALSE,2
729,Empress Garden,49.1492362,-123.1361026,Well-connected,,TRUE,FALSE,TRUE,3
730,Chaturshringi Temple,18.533342,73.829956,Well-connected,,TRUE,TRUE,TRUE,3
731,Empress Garden,49.1492362,-123.1361026,Great for shopping,,FALSE,FALSE,FALSE,5
732,Osho Ashram,18.5369163,73.88860148,Rich historical significance,,FALSE,TRUE,TRUE,3
733,Kasba Ganpati Temple,18.5153055,73.8477706,Well-connected,,FALSE,FALSE,TRUE,1
734,Chaturshringi Temple,18.533342,73.829956,Well-connected,,FALSE,TRUE,TRUE,5
735,Bund Garden,18.5405933,73.8834394,Family-friendly,,TRUE,TRUE,TRUE,3
736,Saras Baug,19.0442668,72.91493416,Scenic and tranquil,,FALSE,FALSE,FALSE,3
737,Osho Ashram,18.5369163,73.88860148,Scenic and tranquil,,FALSE,FALSE,TRUE,2
738,Mahatma Phule Mandai,18.5129178,73.85629517,Very spiritual and peaceful,,TRUE,TRUE,TRUE,5
739,Saras Baug,19.0442668,72.91493416,Very spiritual and peaceful,,TRUE,TRUE,TRUE,5
740,Tathawade Park,18.49330855,73.82731827,Scenic and tranquil,,FALSE,FALSE,TRUE,5
741,Pune Okayama Friendship Garden,18.4910844,73.8381503,Beautiful garden with a serene atmosphere,,FALSE,FALSE,FALSE,1
742,Shinde Chhatri,18.491631,73.89727,Developing area,,FALSE,FALSE,FALSE,5
743,Hong Kong Lane,53.4614615,-1.465858428,Well-connected,,TRUE,FALSE,TRUE,5
744,Shaniwar Wada,18.51938255,73.85535656,Busy and bustling,,TRUE,TRUE,FALSE,1
745,Pune Okayama Friendship Garden,18.4910844,73.8381503,Amazing variety of animals,,FALSE,FALSE,TRUE,3
746,Sambhaji Park,18.5206664,73.8472146,Busy and bustling,,TRUE,TRUE,FALSE,5
747,Lal Mahal,26.9925078,77.5890115,Rich historical significance,,TRUE,TRUE,FALSE,5
748,Shinde Chhatri,18.491631,73.89727,Amazing variety of animals,,FALSE,FALSE,FALSE,4
749,Sinhagad Fort,18.36472045,73.75751103,Rich historical significance,,TRUE,TRUE,TRUE,2
750,Baner Pashan Biodiversity Park,18.547779,73.783333,Amazing variety of animals,,FALSE,TRUE,FALSE,4
751,Saras Baug,19.0442668,72.91493416,Family-friendly,,FALSE,TRUE,TRUE,4
752,Empress Garden,49.1492362,-123.1361026,Amazing variety of animals,,FALSE,FALSE,FALSE,1
753,Hong Kong Lane,53.4614615,-1.465858428,Great for shopping,,TRUE,FALSE,FALSE,5
754,Aga Khan Palace,18.55232925,73.90147848,Well-connected,,FALSE,TRUE,TRUE,2
755,Tulsi Baug,21.13907265,79.11063485,Family-friendly,,FALSE,TRUE,TRUE,3
756,Pune Okayama Friendship Garden,18.4910844,73.8381503,Rich historical significance,,TRUE,FALSE,FALSE,4
757,Shaniwar Wada,18.51938255,73.85535656,Busy and bustling,,FALSE,TRUE,FALSE,5
758,Laxmi Road,18.51566982,73.86994118,Great for shopping,,TRUE,FALSE,TRUE,2
759,Bund Garden,18.5405933,73.8834394,Developing area,,FALSE,TRUE,FALSE,5
760,Kamala Nehru Park,18.95502,72.80506346,Developing area,,FALSE,TRUE,TRUE,2
761,Baner Pashan Biodiversity Park,18.547779,73.783333,Rich historical significance,,TRUE,FALSE,TRUE,1
762,Mahatma Phule Mandai,18.5129178,73.85629517,Scenic and tranquil,,TRUE,FALSE,TRUE,5
763,Saras Baug,19.0442668,72.91493416,Scenic and tranquil,,FALSE,FALSE,TRUE,2
764,Katraj Snake Park,18.4529964,73.86122764,Very spiritual and peaceful,,TRUE,FALSE,FALSE,4
765,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,TRUE,TRUE,FALSE,3
766,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,FALSE,FALSE,TRUE,4
767,Chaturshringi Temple,18.533342,73.829956,Well-connected,,FALSE,FALSE,TRUE,5
768,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,2
769,Hong Kong Lane,53.4614615,-1.465858428,Scenic and tranquil,,TRUE,TRUE,TRUE,3
770,Shinde Chhatri,18.491631,73.89727,Amazing variety of animals,,TRUE,TRUE,TRUE,4
771,Shunyo Park,18.536615,73.890137,Developing area,,TRUE,FALSE,TRUE,4
772,Bund Garden,18.5405933,73.8834394,Amazing variety of animals,,FALSE,TRUE,FALSE,1
773,Bund Garden,18.5405933,73.8834394,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,3
774,Kamala Nehru Park,18.95502,72.80506346,Very spiritual and peaceful,,TRUE,FALSE,FALSE,5
775,Hong Kong Lane,53.4614615,-1.465858428,Amazing variety of animals,,TRUE,FALSE,TRUE,2
776,Peshwa Udyan,18.503622,73.851932,Great for shopping,,TRUE,TRUE,FALSE,3
777,Fashion Street,51.51843792,-0.072872663,Family-friendly,,TRUE,TRUE,TRUE,5
778,Peshwe Udyan Zoo,18.503622,73.851932,Scenic and tranquil,,TRUE,FALSE,TRUE,5
779,Aga Khan Palace,18.55232925,73.90147848,Developing area,,TRUE,TRUE,TRUE,2
780,Tulsi Baug,21.13907265,79.11063485,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,4
781,Pataleshwar Cave Temple,18.5269463,73.8498456,Busy and bustling,,TRUE,FALSE,FALSE,4
782,Chaturshringi Temple,18.533342,73.829956,Great for shopping,,FALSE,TRUE,FALSE,5
783,Mulshi Lake and Dam,18.530325,73.51121,Very spiritual and peaceful,,FALSE,TRUE,TRUE,2
784,Aga Khan Palace,18.55232925,73.90147848,Amazing variety of animals,,FALSE,FALSE,FALSE,3
785,Parvati Hill Temple,18.497601,73.847099,Amazing variety of animals,,FALSE,FALSE,FALSE,5
786,Kasba Ganpati Temple,18.5153055,73.8477706,Amazing variety of animals,,FALSE,TRUE,TRUE,2
787,Aga Khan Palace,18.55232925,73.90147848,Busy and bustling,,TRUE,FALSE,TRUE,3
788,Shinde Chhatri,18.491631,73.89727,Rich historical significance,,TRUE,TRUE,FALSE,5
789,Chaturshringi Temple,18.533342,73.829956,Scenic and tranquil,,FALSE,TRUE,FALSE,5
790,Pataleshwar Cave Temple,18.5269463,73.8498456,Very spiritual and peaceful,,FALSE,TRUE,FALSE,3
791,Katraj Snake Park,18.4529964,73.86122764,Well-connected,,FALSE,TRUE,TRUE,5
792,Vishrambaug Wada,18.5138486,73.8534275,Well-connected,,FALSE,FALSE,TRUE,3
793,Vishrambaug Wada,18.5138486,73.8534275,Well-connected,,FALSE,FALSE,TRUE,2
794,Vishrambaug Wada,18.5138486,73.8534275,Busy and bustling,,TRUE,FALSE,FALSE,2
795,Saras Baug,19.0442668,72.91493416,Great for shopping,,TRUE,FALSE,TRUE,1
796,Hong Kong Lane,53.4614615,-1.465858428,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,5
797,Sinhagad Fort,18.36472045,73.75751103,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,5
798,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,TRUE,TRUE,FALSE,2
799,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Developing area,,FALSE,TRUE,TRUE,3
800,Bund Garden,18.5405933,73.8834394,Great for shopping,,FALSE,TRUE,TRUE,2
801,Shaniwar Wada,18.51938255,73.85535656,Very spiritual and peaceful,,FALSE,TRUE,TRUE,5
802,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Rich historical significance,,TRUE,TRUE,TRUE,3
803,Kasba Ganpati Temple,18.5153055,73.8477706,Developing area,,TRUE,FALSE,TRUE,3
804,Chaturshringi Temple,18.533342,73.829956,Rich historical significance,,TRUE,FALSE,FALSE,3
805,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,FALSE,FALSE,TRUE,1
806,Empress Garden,49.1492362,-123.1361026,Amazing variety of animals,,TRUE,TRUE,FALSE,4
807,Baner Pashan Biodiversity Park,18.547779,73.783333,Amazing variety of animals,,TRUE,TRUE,TRUE,4
808,Shinde Chhatri,18.491631,73.89727,Well-connected,,FALSE,FALSE,FALSE,3
809,Vishrambaug Wada,18.5138486,73.8534275,Very spiritual and peaceful,,TRUE,TRUE,TRUE,3
